game_date,season,Team,Relinquished,Notes,player
2016-10-26,2016-17,Celtics,Marcus Smart,placed on IL with sprained left ankle,Marcus Smart
2016-10-26,2016-17,Grizzlies,Brandan Wright,placed on IL with sore left ankle (CBC) / knee (P),Brandan Wright
2016-10-26,2016-17,Grizzlies,Chandler Parsons,placed on IL with sore right knee,Chandler Parsons
2016-10-26,2016-17,Grizzlies,Tony Allen,right knee injury (DTD),Tony Allen
2016-10-26,2016-17,Hawks, Mike Scott,left knee injury (DTD),Mike Scott
2016-10-26,2016-17,Heat,Chris Bosh,placed on IL with blood clots (out for season),Chris Bosh
2016-10-26,2016-17,Heat,Wayne Ellington,placed on IL with bruised right quadriceps,Wayne Ellington
2016-10-26,2016-17,Hornets,Brian Roberts,placed on IL with sore left hamstring,Brian Roberts
2016-10-26,2016-17,Hornets,Frank Kaminsky,placed on IL with strained right foot,Frank Kaminsky
2016-10-26,2016-17,Kings,Giorgios Papagiannis ,placed on IL,Georgios Papagiannis
2016-10-26,2016-17,Kings,Skal Labissiere,placed on IL,Skal Labissiere
2016-10-26,2016-17,Lakers,Ivica Zubac,placed on IL,Ivica Zubac
2016-10-26,2016-17,Lakers,Jose Calderon,placed on IL with strained left calf,Jose Calderon
2016-10-26,2016-17,Magic,Jodie Meeks,placed on IL recovering from surgery on right foot,Jodie Meeks
2016-10-26,2016-17,Magic,Stephen Zimmerman Jr.,placed on IL,Stephen Zimmerman
2016-10-26,2016-17,Mavericks,A.J. Hammons,placed on IL,AJ Hammons
2016-10-26,2016-17,Mavericks,Devin Harris,placed on IL with strained right big toe,Devin Harris
2016-10-26,2016-17,Nets,Caris LeVert,placed on IL with sore foot,Caris LeVert
2016-10-26,2016-17,Nets,Randy Foye,placed on IL with strained hamstring,Randy Foye
2016-10-26,2016-17,Nuggets,Darrell Arthur,placed on IL recovering from surgery on left knee,Darrell Arthur
2016-10-26,2016-17,Nuggets,Gary Harris,placed on IL with strained right groin,Gary Harris
2016-10-26,2016-17,Pacers,Aaron Brooks,sore knee (DTD),Aaron Brooks
2016-10-26,2016-17,Pacers,Georges Niang,placed on IL,Georges Niang
2016-10-26,2016-17,Pacers,Rakeem Christmas,placed on IL,Rakeem Christmas
2016-10-26,2016-17,Pelicans,Quincy Pondexter,placed on IL with recovering from surgery on left knee (out for season),Quincy Pondexter
2016-10-26,2016-17,Pelicans,Tyreke Evans,placed on IL with recovering from surgery on right knee,Tyreke Evans
2016-10-26,2016-17,Pistons,Reggie Bullock,placed on IL with back injury,Reggie Bullock
2016-10-26,2016-17,Pistons,Reggie Jackson ,placed on IL with left knee injury,Reggie Jackson
2016-10-26,2016-17,Raptors,Delon Wright,placed on IL recovering from arthroscopic surgery on right shoulder to repair torn labrum,Delon Wright
2016-10-26,2016-17,Raptors,Jared Sullinger,placed on IL recovering from surgery on left foot to insert screw to repair stress fracture,Jared Sullinger
2016-10-26,2016-17,Raptors,Lucas Nogueira,sore/sprained left ankle (DTD),Lucas Nogueira
2016-10-26,2016-17,Rockets,Chinanu Onuaku,placed on IL,Chinanu Onuaku
2016-10-26,2016-17,Rockets,Patrick Beverley,placed on IL recovering from surgery on left knee,Patrick Beverley
2016-10-26,2016-17,Suns,Derrick Jones Jr.,placed on IL,Derrick Jones Jr.
2016-10-26,2016-17,Suns,John Jenkins,placed on IL with strained abdominal (DTD),John Jenkins
2016-10-26,2016-17,Thunder,Cameron Payne,placed on IL recovering from surgery on right foot to repair fracture,Cameron Payne
2016-10-26,2016-17,Thunder,Josh Huestis,placed on IL,Josh Huestis
2016-10-26,2016-17,Timberwolves,John Lucas III,placed on IL,John Lucas III
2016-10-26,2016-17,Timberwolves,Nikola Pekovic,placed on IL with right ankle injury (out for season),Nikola Pekovic
2016-10-27,2016-17,Blazers,Meyers Leonard,DNP (P),Meyers Leonard
2016-10-27,2016-17,Bulls,Jerian Grant,placed on IL,Jerian Grant
2016-10-27,2016-17,Clippers,Brice Johnson,placed on IL with herniated disc in lower back,Brice Johnson
2016-10-27,2016-17,Clippers,Paul Pierce,placed on IL with sprained ankle,Paul Pierce
2016-10-27,2016-17,Hawks, Mike Scott,placed on IL with left knee injury (DTD),Mike Scott
2016-10-27,2016-17,Hawks,Tiago Splitter,placed on IL with strained right calf,Tiago Splitter
2016-10-27,2016-17,Wizards,Danuel House,placed on IL,Danuel House Jr.
2016-10-27,2016-17,Wizards,Ian Mahinmi,placed on IL recovering from surgery on left knee to repair torn medial meniscus,Ian Mahinmi
2016-10-28,2016-17,Hornets,Aaron Harrison,placed on IL,Aaron Harrison
2016-10-28,2016-17,Knicks,Ron Baker,sore ankle (DTD),Ron Baker
2016-10-28,2016-17,Mavericks,Dirk Nowitzki,placed on IL with stomach illness,Dirk Nowitzki
2016-10-28,2016-17,Pacers,Aaron Brooks,placed on IL with sore knee,Aaron Brooks
2016-10-28,2016-17,Pacers,Rodney Stuckey,sore right hamstring (DTD),Rodney Stuckey
2016-10-28,2016-17,Rockets,Chinanu Onuaku,placed on IL (P),Chinanu Onuaku
2016-10-29,2016-17,Bulls,R.J. Hunter,placed on IL,RJ Hunter
2016-10-29,2016-17,Hornets,Jeremy Lamb,strained left hamstring (DTD),Jeremy Lamb
2016-10-29,2016-17,Hornets,Roy Hibbert,placed on IL with sore right knee,Roy Hibbert
2016-10-29,2016-17,Knicks,Ron Baker,placed on IL with sore ankle,Ron Baker
2016-10-29,2016-17,Magic,Stephen Zimmerman Jr.,placed on IL,Stephen Zimmerman
2016-10-29,2016-17,Nets,Brook Lopez,rest (DTD),Brook Lopez
2016-10-29,2016-17,Nets,Greivis Vasquez,sore right ankle (DTD),Greivis Vasquez
2016-10-29,2016-17,Pacers,Rodney Stuckey,placed on IL with sore right hamstring,Rodney Stuckey
2016-10-29,2016-17,Spurs, Tony Parker,knee injury / rest (DTD),Tony Parker
2016-10-29,2016-17,Spurs,Manu Ginobili,placed on IL for rest,Manu Ginobili
2016-10-29,2016-17,Warriors,Patrick McCaw,sore left ankle (DTD),Patrick McCaw
2016-10-30,2016-17,Lakers,Thomas Robinson,placed on IL,Thomas Robinson
2016-10-30,2016-17,Mavericks,A.J. Hammons,placed on IL,AJ Hammons
2016-10-30,2016-17,Spurs,LaMarcus Aldridge,placed on IL with knee injury / rest,LaMarcus Aldridge
2016-10-30,2016-17,Warriors,Patrick McCaw,placed on IL with sprained left ankle,Patrick McCaw
2016-10-30,2016-17,Wizards,Danuel House,placed on IL (P),Danuel House Jr.
2016-10-30,2016-17,Mavericks,Dirk Nowitzki,illness (DTD),Dirk Nowitzki
2016-10-31,2016-17,Kings,Omri Casspi,placed on IL with illness,Omri Casspi
2016-10-31,2016-17,Suns,Devin Booker,placed on IL with sore toe,Devin Booker
2016-10-31,2016-17,Timberwolves,Ricky Rubio,sprained right elbow (DTD),Ricky Rubio
2016-11-01,2016-17,Bucks,Steve Novak,placed on IL,Steve Novak
2016-11-01,2016-17,Bulls,Doug McDermott,concussion (DTD),Doug McDermott
2016-11-01,2016-17,Bulls,Michael Carter-Williams,bone bruise in left knee (out indefinitely),Michael Carter-Williams
2016-11-01,2016-17,Cavaliers,Kay Felder,placed on IL,Kay Felder
2016-11-01,2016-17,Grizzlies,Marc Gasol,rest (DTD),Marc Gasol
2016-11-01,2016-17,Grizzlies,Mike Conley Jr.,rest (DTD),Mike Conley
2016-11-01,2016-17,Jazz,Alec Burks,arthrosopic surgery on left ankle (out indefinitely),Alec Burks
2016-11-01,2016-17,Jazz,Boris Diaw,bruised right leg (DTD),Boris Diaw
2016-11-01,2016-17,Nuggets,Will Barton,sore/sprained left ankle (DTD),Will Barton
2016-11-01,2016-17,Pacers,Rakeem Christmas,placed on IL,Rakeem Christmas
2016-11-01,2016-17,Rockets,Chinanu Onuaku,placed on IL,Chinanu Onuaku
2016-11-01,2016-17,Spurs,Davis Bertans,placed on IL with sore right leg,Davis Bertans
2016-11-01,2016-17,Timberwolves,Ricky Rubio,placed on IL with sprained right elbow,Ricky Rubio
2016-11-02,2016-17,76ers,Joel Embiid,rehab of foot injury (DTD),Joel Embiid
2016-11-02,2016-17,Bulls,Doug McDermott,placed on IL with concussion,Doug McDermott
2016-11-02,2016-17,Bulls,Michael Carter-Williams,placed on IL with bone bruise in left knee,Michael Carter-Williams
2016-11-02,2016-17,Celtics,Al Horford,placed on IL with concussion,Al Horford
2016-11-02,2016-17,Celtics,Jae Crowder,sprained left ankle (DTD),Jae Crowder
2016-11-02,2016-17,Grizzlies,Jarell Martin,sore foot (DTD),Jarell Martin
2016-11-02,2016-17,Hornets,Christian Wood,strep throat (DTD),Christian Wood
2016-11-02,2016-17,Hornets,Jeremy Lamb,placed on IL with strained left hamstring,Jeremy Lamb
2016-11-02,2016-17,Jazz,Boris Diaw,bruised right leg (DTD),Boris Diaw
2016-11-02,2016-17,Knicks,Willy Hernangomez,placed on IL,Willy Hernangomez
2016-11-02,2016-17,Lakers,Ron Artest,placed on IL,Metta World Peace
2016-11-02,2016-17,Lakers,Timofey Mozgov,placed on IL with left eye contusion,Timofey Mozgov
2016-11-02,2016-17,Mavericks,Wes Matthews Jr.,sore foot (DTD),Wesley Matthews
2016-11-02,2016-17,Nets,Jeremy Lin,strained left hamstring (DTD),Jeremy Lin
2016-11-02,2016-17,Pelicans,Dante Cunningham,sore hip (DTD),Dante Cunningham
2016-11-02,2016-17,Suns,John Jenkins,placed on IL,John Jenkins
2016-11-03,2016-17,Celtics,Jae Crowder,placed on IL with sprained left ankle,Jae Crowder
2016-11-03,2016-17,Kings,Anthony Tolliver,sprained right knee (DTD),Anthony Tolliver
2016-11-03,2016-17,Magic,Stephen Zimmerman Jr.,placed on IL,Stephen Zimmerman
2016-11-03,2016-17,Nuggets,Will Barton,placed on IL with sore/sprained left ankle,Will Barton
2016-11-03,2016-17,Spurs, Tony Parker,sore right knee (DTD),Tony Parker
2016-11-04,2016-17,Bulls,R.J. Hunter,placed on IL,RJ Hunter
2016-11-04,2016-17,Clippers,Diamond Stone,placed on IL,Diamond Stone
2016-11-04,2016-17,Knicks,Lance Thomas,placed on IL with sprained left ankle,Lance Thomas
2016-11-04,2016-17,Lakers,Marcelo Huertas,placed on IL,Marcelo Huertas
2016-11-04,2016-17,Mavericks,Dirk Nowitzki,sore right Achilles (DTD),Dirk Nowitzki
2016-11-04,2016-17,Nets,Greivis Vasquez,placed on IL with sore right ankle,Greivis Vasquez
2016-11-04,2016-17,Nets,Jeremy Lin,placed on IL with strained left hamstring,Jeremy Lin
2016-11-04,2016-17,Spurs, Tony Parker,placed on IL with sore right knee,Tony Parker
2016-11-05,2016-17,Bucks,Jason Terry,placed on IL,Jason Terry
2016-11-05,2016-17,Cavaliers,DeAndre Liggins,placed on IL,DeAndre Liggins
2016-11-05,2016-17,Kings,Anthony Tolliver,placed on IL with sprained right knee,Anthony Tolliver
2016-11-05,2016-17,Kings,Rudy Gay,placed on IL with sore ribs,Rudy Gay
2016-11-05,2016-17,Nuggets,Jarnell Stokes,placed on IL,Jarnell Stokes
2016-11-05,2016-17,Pelicans,Lance Stephenson,torn groin muscle (surgery) (out indefinitely),Lance Stephenson
2016-11-05,2016-17,Rockets,Chinanu Onuaku,placed on IL,Chinanu Onuaku
2016-11-05,2016-17,Wizards,John Wall ,placed on IL for rest,John Wall
2016-11-06,2016-17,Bucks,Steve Novak,placed on IL,Steve Novak
2016-11-06,2016-17,Jazz,Boris Diaw,placed on IL with bruised right leg,Boris Diaw
2016-11-06,2016-17,Kings,Giorgios Papagiannis ,placed on IL,Georgios Papagiannis
2016-11-06,2016-17,Knicks,Maurice N'dour,placed on IL,Maurice Ndour
2016-11-06,2016-17,Lakers,Ivica Zubac,placed on IL,Ivica Zubac
2016-11-06,2016-17,Mavericks,Deron Williams,strained left calf (DTD),Deron Williams
2016-11-06,2016-17,Mavericks,Dirk Nowitzki,placed on IL with sore right Achilles,Dirk Nowitzki
2016-11-06,2016-17,Raptors,Jonas Valanciunas,bruised left knee (DTD),Jonas Valanciunas
2016-11-07,2016-17,Jazz,George Hill,sprained right thumb (DTD),George Hill
2016-11-07,2016-17,Lakers,Larry Nance Jr.,concussion (DTD),Larry Nance Jr.
2016-11-07,2016-17,Nuggets,Wilson Chandler,sore left hamstring (DTD),Wilson Chandler
2016-11-07,2016-17,Pistons,Henry Ellenson,placed on IL,Henry Ellenson
2016-11-07,2016-17,Pistons,Michael Gbinije,placed on IL,Michael Gbinije
2016-11-07,2016-17,Warriors,Anderson Varejao,placed on IL,Anderson Varejao
2016-11-07,2016-17,Wizards,Danuel House,placed on IL,Danuel House Jr.
2016-11-07,2016-17,Pistons,Reggie Bullock,back injury (DTD),Reggie Bullock
2016-11-08,2016-17,Grizzlies,Tony Allen,placed on IL with right groin / knee injury,Tony Allen
2016-11-08,2016-17,Kings,Malachi Richardson,placed on IL,Malachi Richardson
2016-11-08,2016-17,Lakers,Larry Nance Jr.,placed on IL with concussion,Larry Nance Jr.
2016-11-08,2016-17,Nuggets,Darrell Arthur,sore left knee (DTD),Darrell Arthur
2016-11-08,2016-17,Nuggets,Wilson Chandler,placed on IL with sore left hamstring,Wilson Chandler
2016-11-09,2016-17,76ers,Joel Embiid,rehab of foot injury (DTD),Joel Embiid
2016-11-09,2016-17,Blazers,Al-Farouq Aminu,placed on IL with sore calf,Al-Farouq Aminu
2016-11-09,2016-17,Knicks,Ron Baker,placed on IL,Ron Baker
2016-11-09,2016-17,Mavericks,Andrew Bogut,rest (DTD),Andrew Bogut
2016-11-09,2016-17,Mavericks,Jose Barea ,rest (DTD),J.J. Barea
2016-11-09,2016-17,Mavericks,Wes Matthews Jr.,rest (DTD),Wesley Matthews
2016-11-09,2016-17,Nets,Isaiah Whitehead,placed on IL with concussion,Isaiah Whitehead
2016-11-09,2016-17,Raptors,Terrence Ross,sprained/strained right index finger (DTD),Terrence Ross
2016-11-09,2016-17,Rockets,Chinanu Onuaku,placed on IL (P),Chinanu Onuaku
2016-11-09,2016-17,Spurs,Bryn Forbes,placed on IL,Bryn Forbes
2016-11-09,2016-17,Wizards,Bradley Beal,right hamstring injury (DTD),Bradley Beal
2016-11-10,2016-17,Lakers,Ivica Zubac,back injury (DTD),Ivica Zubac
2016-11-10,2016-17,Lakers,Ron Artest,placed on IL,Metta World Peace
2016-11-10,2016-17,Warriors,James McAdoo ,placed on IL,James Michael McAdoo
2016-11-11,2016-17,Heat,Goran Dragic,sprained left ankle (DTD),Goran Dragic
2016-11-11,2016-17,Hornets,Michael Kidd-Gilchrist,placed on IL with sore lower back,Michael Kidd-Gilchrist
2016-11-11,2016-17,Knicks,Maurice N'dour,placed on IL,Maurice Ndour
2016-11-11,2016-17,Magic,Stephen Zimmerman Jr.,placed on IL,Stephen Zimmerman
2016-11-11,2016-17,Spurs,Danny Green,placed on IL for rest,Danny Green
2016-11-11,2016-17,Spurs,Nicolas Laprovittola,placed on IL,Nicolas Laprovittola
2016-11-11,2016-17,Wizards,Bradley Beal,placed on IL with sore right hamstring,Bradley Beal
2016-11-12,2016-17,76ers,Joel Embiid,rest (DTD),Joel Embiid
2016-11-12,2016-17,Bulls,Doug McDermott,concussion (DTD),Doug McDermott
2016-11-12,2016-17,Clippers,Wes Johnson,placed on IL with sore heel,Wesley Johnson
2016-11-12,2016-17,Knicks,Lance Thomas,sore left ankle (DTD),Lance Thomas
2016-11-12,2016-17,Knicks,Ron Baker,placed on IL,Ron Baker
2016-11-12,2016-17,Nets,Chris McCullough,placed on IL,Chris McCullough
2016-11-12,2016-17,Nuggets,Jarnell Stokes,placed on IL with right foot injury,Jarnell Stokes
2016-11-12,2016-17,Pacers,Paul George,placed on IL with sprained left ankle,Paul George
2016-11-12,2016-17,Spurs,Dejounte Murray,placed on IL,Dejounte Murray
2016-11-12,2016-17,Timberwolves,Brandon Rush,placed on IL,Brandon Rush
2016-11-12,2016-17,Wizards,John Wall ,placed on IL for rest,John Wall
2016-11-12,2016-17,Nets,Isaiah Whitehead,concussion (DTD),Isaiah Whitehead
2016-11-12,2016-17,Wizards,Bradley Beal,tightness in right hamstring (DTD),Bradley Beal
2016-11-13,2016-17,Cavaliers,J.R. Smith,placed on IL with sore right ankle,JR Smith
2016-11-13,2016-17,Hornets,Aaron Harrison,placed on IL,Aaron Harrison
2016-11-13,2016-17,Lakers,Marcelo Huertas,placed on IL,Marcelo Huertas
2016-11-13,2016-17,Nuggets,Gary Harris,sprained right ankle (DTD),Gary Harris
2016-11-13,2016-17,Rockets,Chinanu Onuaku,placed on IL,Chinanu Onuaku
2016-11-13,2016-17,Timberwolves,Shabazz Muhammad,placed on IL with sore right knee,Shabazz Muhammad
2016-11-13,2016-17,Timberwolves,Zach LaVine,sore right knee (DTD),Zach LaVine
2016-11-13,2016-17,Timberwolves,Brandon Rush,sprained right big toe (DTD),Brandon Rush
2016-11-14,2016-17,Bulls,Rajon Rondo,sore/sprained left ankle (DTD),Rajon Rondo
2016-11-14,2016-17,Jazz,Rodney Hood,placed on IL with illness,Rodney Hood
2016-11-14,2016-17,Knicks,Lance Thomas,placed on IL with sore left ankle,Lance Thomas
2016-11-14,2016-17,Magic,Stephen Zimmerman Jr.,placed on IL,Stephen Zimmerman
2016-11-14,2016-17,Pacers,Rakeem Christmas,placed on IL,Rakeem Christmas
2016-11-14,2016-17,Pelicans,E'Twaun Moore,sore toe on right foot (DTD),E'Twaun Moore
2016-11-14,2016-17,Pistons,Andre Drummond,placed on IL with sore/sprained right ankle,Andre Drummond
2016-11-14,2016-17,Spurs,Bryn Forbes,placed on IL,Bryn Forbes
2016-11-15,2016-17,Bulls,Doug McDermott,placed on IL with concussion,Doug McDermott
2016-11-15,2016-17,Bulls,Rajon Rondo,sprained left ankle (DTD),Rajon Rondo
2016-11-15,2016-17,Heat,Justise Winslow,sore left wrist (DTD),Justise Winslow
2016-11-15,2016-17,Jazz,Derrick Favors,sore left knee (DTD),Derrick Favors
2016-11-15,2016-17,Lakers,Ivica Zubac,placed on IL,Ivica Zubac
2016-11-15,2016-17,Mavericks,Quincy Acy,eye contusion (DTD),Quincy Acy
2016-11-15,2016-17,Raptors,DeMarre Carroll,rest (DTD),DeMarre Carroll
2016-11-15,2016-17,Spurs,Dewayne Dedmon,sprained left knee (DTD),Dewayne Dedmon
2016-11-16,2016-17,76ers,Joel Embiid,DNP,Joel Embiid
2016-11-16,2016-17,Cavaliers,LeBron James,rest (DTD),LeBron James
2016-11-16,2016-17,Grizzlies,Brandan Wright,arthroscopic surgery on left ankle (out indefinitely),Brandan Wright
2016-11-16,2016-17,Hawks,Dwight Howard,bruised left quadricep (DTD),Dwight Howard
2016-11-16,2016-17,Hawks,Thabo Sefolosha,sprained left knee (DTD),Thabo Sefolosha
2016-11-16,2016-17,Nuggets,Gary Harris,placed on IL with sprained right ankle,Gary Harris
2016-11-16,2016-17,Pelicans,Anthony Davis,bruised right quadriceps (DTD),Anthony Davis
2016-11-16,2016-17,Rockets,Chinanu Onuaku,placed on IL,Chinanu Onuaku
2016-11-16,2016-17,Spurs,Dewayne Dedmon,placed on IL with sprained left knee,Dewayne Dedmon
2016-11-16,2016-17,Suns,John Jenkins,placed on IL,John Jenkins
2016-11-16,2016-17,Wizards,Danuel House,placed on IL,Danuel House Jr.
2016-11-17,2016-17,Hornets,Treveon Graham,sore/strained left Achilles (DTD),Treveon Graham
2016-11-17,2016-17,Jazz,Derrick Favors,placed on IL with sore left knee,Derrick Favors
2016-11-17,2016-17,Mavericks,Jose Barea ,torn calf muscle in left leg / strained left calf (out indefinitely),J.J. Barea
2016-11-17,2016-17,Pelicans,Alex Ajinca,strained left shoulder (DTD),Alexis Ajinca
2016-11-17,2016-17,Rockets,Kyle Wiltjer,placed on IL,Kyle Wiltjer
2016-11-18,2016-17,Cavaliers,Kay Felder,placed on IL,Kay Felder
2016-11-18,2016-17,Grizzlies,Troy Daniels,placed on IL,Troy Daniels
2016-11-18,2016-17,Hornets,Christian Wood,placed on IL,Christian Wood
2016-11-18,2016-17,Lakers,D'Angelo Russell,placed on IL with sore left knee,D'Angelo Russell
2016-11-18,2016-17,Mavericks,Deron Williams,strained left calf (DTD),Deron Williams
2016-11-18,2016-17,Pacers,C.J. Miles,sore left knee (DTD),CJ Miles
2016-11-18,2016-17,Pacers,Paul George,placed on IL with sore left ankle,Paul George
2016-11-18,2016-17,Spurs,Bryn Forbes,placed on IL,Bryn Forbes
2016-11-18,2016-17,Suns,T.J. Warren,illness (DTD),T.J. Warren
2016-11-18,2016-17,Thunder,Semaj Christon,concussion (DTD),Semaj Christon
2016-11-18,2016-17,Warriors,Anderson Varejao,placed on IL,Anderson Varejao
2016-11-18,2016-17,Hornets,Jeremy Lamb,strained left hamstring (DTD),Jeremy Lamb
2016-11-18,2016-17,Lakers,Ivica Zubac,ankle injury (DTD),Ivica Zubac
2016-11-19,2016-17,Bucks,Rashad Vaughn,placed on IL,Rashad Vaughn
2016-11-19,2016-17,Celtics,Demetrius Jackson,placed on IL,Demetrius Jackson
2016-11-19,2016-17,Celtics,Jordan Mickey,placed on IL,Jordan Mickey
2016-11-19,2016-17,Grizzlies,Chandler Parsons,placed on IL with bone bruise in left knee,Chandler Parsons
2016-11-19,2016-17,Hornets,Cody Zeller,sore shoulder (DTD),Cody Zeller
2016-11-19,2016-17,Pacers,C.J. Miles,sore left knee (DTD),CJ Miles
2016-11-19,2016-17,Rockets,Montrezl Harrell,sore calf (DTD),Montrezl Harrell
2016-11-19,2016-17,Suns,T.J. Warren,placed on IL with illness,T.J. Warren
2016-11-19,2016-17,Timberwolves,Brandon Rush,placed on IL with sprained right big toe,Brandon Rush
2016-11-19,2016-17,Warriors,James McAdoo ,placed on IL,James Michael McAdoo
2016-11-20,2016-17,Bulls,Dwyane Wade,rest (DTD),Dwyane Wade
2016-11-20,2016-17,Bulls,Paul Zipser,strained lower back (DTD),Paul Zipser
2016-11-20,2016-17,Heat,Willie Reed,hyperextended right knee (DTD),Willie Reed
2016-11-20,2016-17,Knicks,Joakim Noah,placed on IL with illness,Joakim Noah
2016-11-20,2016-17,Lakers,Ron Artest,placed on IL,Metta World Peace
2016-11-20,2016-17,Pacers,C.J. Miles,sore left knee (DTD),CJ Miles
2016-11-20,2016-17,Pacers,Kevin Seraphin,sore left knee (DTD),Kevin Seraphin
2016-11-20,2016-17,Raptors,Bruno Caboclo,placed on IL,Bruno Caboclo
2016-11-20,2016-17,Thunder,Semaj Christon,placed on IL with concussion,Semaj Christon
2016-11-21,2016-17,76ers,Timothe Luwawu-Cabarrot,placed on IL,Timothe Luwawu-Cabarrot
2016-11-21,2016-17,Clippers,Diamond Stone,placed on IL,Diamond Stone
2016-11-21,2016-17,Hornets,Cody Zeller,placed on IL with sore shoulder,Cody Zeller
2016-11-21,2016-17,Hornets,Treveon Graham,placed on IL with sore/strained left Achilles,Treveon Graham
2016-11-21,2016-17,Lakers,D'Angelo Russell,sore left knee (DTD),D'Angelo Russell
2016-11-21,2016-17,Mavericks,Andrew Bogut,sore right calf (DTD),Andrew Bogut
2016-11-21,2016-17,Pacers,C.J. Miles,placed on IL with sore left knee,CJ Miles
2016-11-21,2016-17,Pacers,Myles Turner,sprained right ankle (DTD),Myles Turner
2016-11-21,2016-17,Raptors,Delon Wright,recovering from arthroscopic surgery on right shoulder to repair torn labrum (DTD),Delon Wright
2016-11-21,2016-17,Raptors,DeMarre Carroll,rest (DTD),DeMarre Carroll
2016-11-21,2016-17,Spurs, Tony Parker,sore knee / rest (DTD),Tony Parker
2016-11-21,2016-17,Spurs,LaMarcus Aldridge,rest (DTD),LaMarcus Aldridge
2016-11-21,2016-17,Spurs,Nicolas Laprovittola,placed on IL with oral surgery,Nicolas Laprovittola
2016-11-21,2016-17,Warriors,Anderson Varejao,placed on IL,Anderson Varejao
2016-11-21,2016-17,Hornets,Christian Wood,sprained right ankle (DTD),Christian Wood
2016-11-22,2016-17,Lakers,D'Angelo Russell,placed on IL with sore left knee,D'Angelo Russell
2016-11-22,2016-17,Thunder,Josh Huestis,placed on IL,Josh Huestis
2016-11-23,2016-17,76ers,Gerald Henderson Jr.,illness (DTD),Gerald Henderson
2016-11-23,2016-17,76ers,Richaun Holmes,illness (DTD),Richaun Holmes
2016-11-23,2016-17,Grizzlies,James Ennis,right calf injury (DTD),James Ennis III
2016-11-23,2016-17,Hawks,Kyle Korver,rest (DTD),Kyle Korver
2016-11-23,2016-17,Hornets,Aaron Harrison,placed on IL,Aaron Harrison
2016-11-23,2016-17,Lakers,Julius Randle,hip pointer (DTD),Julius Randle
2016-11-23,2016-17,Magic,Stephen Zimmerman Jr.,placed on IL,Stephen Zimmerman
2016-11-23,2016-17,Mavericks,Jose Barea ,placed on IL with strained left calf,J.J. Barea
2016-11-23,2016-17,Nuggets,Danilo Gallinari,sore right thigh (DTD),Danilo Gallinari
2016-11-23,2016-17,Pacers,Joe Young,illness (DTD),Joe Young
2016-11-23,2016-17,Pacers,Kevin Seraphin,placed on IL with bruised/sore left knee,Kevin Seraphin
2016-11-23,2016-17,Raptors,Delon Wright,recovering from arthroscopic surgery on right shoulder to repair torn labrum (DTD),Delon Wright
2016-11-23,2016-17,Spurs,Bryn Forbes,placed on IL,Bryn Forbes
2016-11-23,2016-17,Suns,T.J. Warren,head injury (DTD),T.J. Warren
2016-11-23,2016-17,Warriors,James McAdoo ,placed on IL,James Michael McAdoo
2016-11-25,2016-17,76ers,Joel Embiid,rest (DTD),Joel Embiid
2016-11-25,2016-17,Bucks,Steve Novak,placed on IL,Steve Novak
2016-11-25,2016-17,Bulls,Michael Carter-Williams,wrist injury (DTD),Michael Carter-Williams
2016-11-25,2016-17,Heat,Goran Dragic,strained left elbow (DTD),Goran Dragic
2016-11-25,2016-17,Hornets,Christian Wood,placed on IL,Christian Wood
2016-11-25,2016-17,Knicks,Marshall Plumlee,placed on IL,Marshall Plumlee
2016-11-25,2016-17,Lakers,Nick Young,sprained toe on left foot (DTD),Nick Young
2016-11-25,2016-17,Nets,Rondae Hollis-Jefferson,sore right ankle (DTD),Rondae Hollis-Jefferson
2016-11-25,2016-17,Nuggets,Juan Hernangomez,sore/sprained right ankle (DTD),Juancho Hernangomez
2016-11-25,2016-17,Nuggets,Will Barton,placed on IL with sore left ankle,Will Barton
2016-11-25,2016-17,Pacers,Kevin Seraphin,sore left knee (DTD),Kevin Seraphin
2016-11-25,2016-17,Pacers,Paul George,sore back / left ankle (DTD),Paul George
2016-11-25,2016-17,Pistons,Reggie Bullock,placed on IL with torn meniscus in left knee,Reggie Bullock
2016-11-25,2016-17,Raptors,Delon Wright,recovering from arthroscopic surgery on right shoulder to repair torn labrum (DTD),Delon Wright
2016-11-25,2016-17,Warriors,Anderson Varejao,placed on IL,Anderson Varejao
2016-11-25,2016-17,Wizards,Danuel House,fractured right wrist (out indefinitely),Danuel House Jr.
2016-11-25,2016-17,Pacers,Rakeem Christmas,placed on IL,Rakeem Christmas
2016-11-25,2016-17,Rockets,Chinanu Onuaku,placed on IL,Chinanu Onuaku
2016-11-25,2016-17,Suns,Derrick Jones Jr.,placed on IL,Derrick Jones Jr.
2016-11-25,2016-17,Nuggets,Gary Harris,right foot injury (DTD),Gary Harris
2016-11-26,2016-17,Hornets,Marvin Williams,placed on IL with bone bruise in left knee / hyperextended left knee (Y),Marvin Williams
2016-11-26,2016-17,Hornets,Nicolas Batum,corneal abrasion (DTD),Nicolas Batum
2016-11-26,2016-17,Spurs,Manu Ginobili,placed on IL for rest,Manu Ginobili
2016-11-26,2016-17,Warriors,Draymond Green,bruised left ankle (DTD),Draymond Green
2016-11-26,2016-17,Warriors,Ian Clark,placed on IL with throat ailment,Ian Clark
2016-11-26,2016-17,Wizards,Daniel Ochefu,placed on IL,Daniel Ochefu
2016-11-27,2016-17,76ers,Jerryd Bayless,sore left wrist (out for season),Jerryd Bayless
